case,Year,R.mth,date,intv_nam,Country_residence,City_residence,Purpose_grp,Purpose,Weights_QTR,Air_Terminal,Sea_Terminal,Land_Terminal,langint,1st_visit,length_stay,travel_type,f1_gender,f3_occupation,f4_industry,f5_designation,f5_designation.oth,shop_$fash,shop_$jew,shop_$wat,shop_$well,shop_$food,shop_$gift,shop_$ctec,shop_$anti,shop_$oth,shop_$any,totacc_$,totfnb_$,tottran_$,totbiz_$,totedu_$,totmedi_$,tototh_$,totshopping_$,totexp_$,MainAccomm,MainHotel,travel_companion.1,travel_companion.2,travel_companion.3,travel_companion.4,travel_companion.5
18,2015,January,2015-01-01,Cindy Liu,Indonesia,Yogyakarta,Leisure,Holiday/ Rest & Relax,632.1451612903226,Terminal 1,,,English,No,4 days,Non-Packaged,Male,"Businessman (small company, <50 people)",Marketing & Media,Director, ,0.0,0.0,0.0,0.0,0.0,0.0,750.0,0.0,0.0,750.0,153.2278469334325,76.61392346671624,11.492088520007437,0.0,0,0.0,0.0,854.8531356990169,1096.186994619173,Hotel,V Hotel Lavender,Spouse,Children aged 8-12 yrs,,,
41,2015,January,2015-01-01,Philip Chew,Indonesia,Batam,Leisure,Holiday/ Rest & Relax,341.9375,,RFT,,English,No,2 days,Packaged,Male,"Professiols (doctor, lawyer, lecturer, etc)",Electronics & Precision Engineering,Others (specify),Engineer,66.66666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.66666666666667,155.7407407407408,24.8456790123456,27.2037037037038,0.0,0,0.0,0.0,171.51980236568352,379.30992582247376,Hotel,Madras Hotel,Spouse,Children aged 0-7 yrs,Friends,,
43,2015,January,2015-01-01,Philip Chew,Indonesia,Batam,Leisure,Holiday/ Rest & Relax,432.8666666666667,,RFT,,English,No,3 days,Non-Packaged,Female,Homemaker (Full time),,, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.15354602678903,139.76749625168776,27.953499250337558,0.0,0,0.0,0.0,104.85313569901686,420.72767722783124,Hotel,Hotel 81 - Geylang,Spouse,Children aged 8-12 yrs,,,
44,2015,January,2015-01-01,Philip Chew,Indonesia,Batam,Leisure,Others,368.2857142857143,,RFT,,English,No,1 day,Non-Packaged,Female,"Professiols (doctor, lawyer, lecturer, etc)",Transportation and Logistics,Others (specify),Accountant,25.0,0.0,0.0,0.0,0.0,91.0,0.0,0.0,0.0,116.0,0.0,143.7608532874503,14.376085328745027,0.0,0,0.0,0.0,220.85313569901686,378.99007431521215,Accommodation not required - Others,,Partner/ Boyfriend/ Girlfriend,Parents/ Parents-in-law,Siblings,,
45,2015,January,2015-01-01,Philip Chew,Indonesia,Batam,Others/ Refused,"Others - Personal (e.g. weddings, funerals, etc)",315.2549019607843,,RFT,,English,No,1 day,Packaged,Male,Student,,, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.2278469334325,45.96835408002975,38.30696173335812,0.0,0,0.0,0.0,104.85313569901686,342.35629844583724,Hotel,Hotel 81 - Bencoolen,Parents/ Parents-in-law,Siblings,,,
46,2015,January,2015-01-01,Philip Chew,Indonesia,Bengkulu,Leisure,Holiday/ Rest & Relax,361.55555555555554,,RFT,,English,No,1 day,Non-Packaged,Male,Student,,, ,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,94.34305996988924,31.44768665662975,0.0,0,0.0,0.0,164.85313569901686,290.64388232553586,Accommodation not required - Others,,Parents/ Parents-in-law,Other relatives,Siblings,,
47,2015,January,2015-01-01,Philip Chew,Indonesia,Batam,Leisure,Holiday/ Rest & Relax,341.9375,,RFT,,English,No,1 day,Non-Packaged,Male,"Executive (sales, administration)",Fincial and Insurance Activities,Junior Executive, ,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,65.41118824578987,50.31629865060759,42.76885385301646,0.0,0,0.0,0.0,119.85313569901686,278.3494764484308,Hostel (Rental by bed),,Friends,,,,
49,2015,January,2015-01-01,Philip Chew,Indonesia,Batam,Leisure,Holiday/ Rest & Relax,341.9375,,RFT,,English,No,1 day,Non-Packaged,Female,"Businessman (small company, <50 people)",Wholesale and Retail Trade,Others (specify),Owner,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,25.158149325303796,25.158149325303796,0.0,0,0.0,0.0,114.85313569901686,165.16943434962445,Stayed with relatives/ friends,,Friends,,,,
50,2015,January,2015-01-01,Philip Chew,Indonesia,Batam,Leisure,Holiday/ Rest & Relax,621.195652173913,,RFT,,English,No,3 days,Non-Packaged,Female,Homemaker (Full time),,, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.32548234345452,139.76749625168776,55.906998500675115,0.0,0,0.0,0.0,104.85313569901686,386.85311279483426,Hotel,Hotel 81 - Geylang,Spouse,Children aged 8-12 yrs,,,
51,2015,January,2015-01-01,Philip Chew,Indonesia,Tanjung Pinang,Leisure,Holiday/ Rest & Relax,341.9375,,RFT,,English,No,1 day,Non-Packaged,Male,"Executive (sales, administration)",Fincial and Insurance Activities,Junior Executive, ,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,50.31629865060759,62.8953733132595,25.158149325303796,0.0,0,0.0,0.0,114.85313569901686,253.22295698818778,Hostel (Rental by bed),,Friends,,,,
52,2015,January,2015-01-01,Philip Chew,Indonesia,Tanjung Pinang,Leisure,Holiday/ Rest & Relax,341.9375,,RFT,,English,No,1 day,Non-Packaged,Male,"Executive (sales, administration)",Electronics & Precision Engineering,Junior Executive, ,166.66666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.66666666666666,150.94889595182278,251.581493253038,83.86049775101267,0.0,0,0.0,0.0,271.5198023656835,757.9106893215569,Hotel,Hotel Clover (Not Specified),Parents/ Parents-in-law,,,,
53,2015,January,2015-01-01,Philip Chew,Indonesia,Jakarta,Leisure,Holiday/ Rest & Relax,310.76296296296294,,RFT,,English,No,3 days,Non-Packaged,Male,"Professiols (doctor, lawyer, lecturer, etc)",InfoComm Technology,Others (specify),Programmer,0.0,0.0,0.0,0.0,90.0,50.0,0.0,0.0,0.0,140.0,189.76339260434222,102.15189795562168,51.07594897781084,0.0,0,0.0,0.0,244.85313569901686,587.8443752367916,Hotel,Bay Hotel Singapore,Alone,,,,
54,2015,January,2015-01-01,Philip Chew,Indonesia,Batam,Leisure,Others,368.2857142857143,,RFT,,English,No,1 day,Non-Packaged,Male,"Executive (sales, administration)",Construction,Junior Executive, ,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0,17.61070452771266,30.189779190364558,0.0,0,0.0,0.0,124.85313569901686,172.6536194170941,Stayed with relatives/ friends,,Siblings,,,,
55,2015,January,2015-01-01,Philip Chew,Indonesia,East Java,Leisure,Holiday/ Rest & Relax,315.2549019607843,,RFT,,English,Yes,1 day,Packaged,Female,Student,,, ,24.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,44.0,77.8703703703704,33.87473807685335,13.6018518518519,0.0,0,0.0,0.0,148.85313569901686,274.20009599809254,Hotel,Fragrance Hotel - Classic,Others,,,,
56,2015,January,2015-01-01,Philip Chew,Indonesia,Lampung,Leisure,Visiting friends/relatives,891.375,,RFT,,English,No,5 days,Non-Packaged,Female,"Other White collar (Teacher, Nurse, secretary, receptionist, cashier etc)",Education,Others (specify),Teacher,66.66666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.66666666666667,0.0,100.63259730121518,0.0,0.0,0,0.0,0.0,171.51980236568352,272.1523996668987,Stayed with relatives/ friends,,Children aged 8-12 yrs,Siblings,,,
57,2015,January,2015-01-01,Philip Chew,Indonesia,Batam,Others/ Refused,"Others - Personal (e.g. weddings, funerals, etc)",310.76296296296294,,RFT,,Chinese,No,Under 1 day,Non-Packaged,Male,"Businessman (medium size company, 50 -250 people)",Manufacturing and Chemicals,Director, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.19367081600595,33.71012632535515,0.0,0,0.0,0.0,104.85313569901686,147.75693284037797,Accommodation not required - Day Tripper,,Friends,,,,
58,2015,January,2015-01-01,Philip Chew,Indonesia,Batam,Leisure,Holiday/ Rest & Relax,368.2857142857143,,RFT,,English,No,3 days,Packaged,Male,Student,,, ,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,233.6111111111112,37.2685185185184,40.8055555555557,0.0,0,0.0,0.0,124.85313569901686,436.53832088420216,Hotel,Hotel 81 - Balestier,Parents/ Parents-in-law,Siblings,,,
59,2015,January,2015-01-01,Philip Chew,Indonesia,Batam,Leisure,Holiday/ Rest & Relax,341.9375,,RFT,,English,No,1 day,Non-Packaged,Male,"Professiols (doctor, lawyer, lecturer, etc)",Environment and Energy,Others (specify),Accountant,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,75.47444797591139,17.61070452771266,12.579074662651898,0.0,0,0.0,0.0,134.85313569901686,240.5173628652928,Hostel (Rental by bed),,Friends,,,,
60,2015,January,2015-01-01,Philip Chew,Indonesia,Palembang,Others/ Refused,"Others - Personal (e.g. weddings, funerals, etc)",651.2692307692307,,RFT,,English,No,Under 1 day,Packaged,Female,"Other White collar (Teacher, Nurse, secretary, receptionist, cashier etc)",Education,Others (specify),Teacher,30.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,6.2114197530864,6.80092592592595,0.0,0,0.0,0.0,146.85313569901686,159.86548137802922,Accommodation not required - Day Tripper,,Others,,,,
61,2015,January,2015-01-01,Bay Poh Choo,Indonesia,Surabaya,Leisure,Holiday/ Rest & Relax,419.09,Terminal 1,,,English,No,5 days,Non-Packaged,Female,"Other White collar (Teacher, Nurse, secretary, receptionist, cashier etc)",Defence and Security,Clerk/ Secretary/ Persol Assistant, ,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,275.8101244801785,88.87215122139085,12.2582277546746,0.0,0,0.0,0.0,1104.8531356990168,1481.7936391552607,Hotel,Ibis Singapore on Bencoolen,Spouse,,,,
62,2015,January,2015-01-01,Bay Poh Choo,Indonesia,Surabaya,Leisure,Holiday/ Rest & Relax,315.2549019607843,Terminal 1,,,English,No,4 days,Non-Packaged,Male,Student,,, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.9669053588467,0.0,0.0,0.0,0,0.0,0.0,104.85313569901686,234.82004105786356,Hotel,Ibis Singapore on Bencoolen,Parents/ Parents-in-law,Siblings,,,
63,2015,January,2015-01-01,Bay Poh Choo,Indonesia,Surabaya,Leisure,Holiday/ Rest & Relax,419.09,Terminal 1,,,English,No,5 days,Non-Packaged,Female,"Businessman (small company, <50 people)",Healthcare and Biomedical Sciences,Others (specify),Owner,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,20.430379591124336,4.086075918224867,0.0,0,0.0,0.0,204.85313569901686,229.36959120836607,Stayed with relatives/ friends,,Spouse,Children aged 8-12 yrs,,,
118,2015,January,2015-01-02,Cindy Liu,Indonesia,Surabaya,Leisure,Holiday/ Rest & Relax,351.8817204301075,Terminal 1,,,English,No,3 days,Non-Packaged,Male,Others (specify),"Design related activities (e.g. architecture, interior, product, graphic design etc)",Others (specify),Designer,85.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,145.0,1094.5288358525472,102.15189795562168,12.2582277546746,0.0,0,0.0,0.0,249.85313569901686,1458.7920972618604,Hotel,Hotel Michael,Alone,,,,
153,2015,January,2015-01-02,Bay Poh Choo,Indonesia,Jakarta,Leisure,Holiday/ Rest & Relax,651.2692307692307,Terminal 1,,,English,No,4 days,Non-Packaged,Female,Homemaker (Full time),,, ,400.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,500.0,153.2278469334325,0.0,19.15348086667906,0.0,0,0.0,0.0,604.8531356990169,777.2344634991284,Hotel,Orchid Hotel,Spouse,Children aged 20-39 yrs,,,
154,2015,January,2015-01-02,Bay Poh Choo,Indonesia,Jakarta,Leisure,Holiday/ Rest & Relax,419.09,Terminal 1,,,English,No,8-10 days,Non-Packaged,Female,Homemaker (Full time),,, ,0.0,0.0,0.0,200.0,100.0,0.0,0.0,0.0,0.0,300.0,255.37974488905417,61.291138773373,15.32278469334325,0.0,0,0.0,0.0,404.8531356990169,736.8468040547873,Hotel,Holiday Inn Singapore Orchard City Centre,Spouse,Children aged 8-12 yrs,,,
182,2015,January,2015-01-03,Cindy Liu,Indonesia,Yogyakarta,Leisure,Holiday/ Rest & Relax,351.8817204301075,Terminal 1,,,English,Yes,3 days,Non-Packaged,Male,Student,,, ,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,50.0,153.22784693343252,40.86075918224867,45.968354080029755,0.0,0,0.0,0.0,154.85313569901686,394.9100958947278,Hotel,Fragrance Hotel - Selegie,Siblings,,,,
184,2015,January,2015-01-03,Cindy Liu,Indonesia,Kalimantan,Leisure,Holiday/ Rest & Relax,351.8817204301075,Terminal 1,,,English,Yes,3 days,Non-Packaged,Female,"Professiols (doctor, lawyer, lecturer, etc)","Hospitality, Travel & Tourism",Others (specify),Accountant,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,78.86590319467697,122.58227754674601,20.430379591124336,0.0,0,0.0,0.0,404.8531356990169,626.7316960315642,Hotel,Fragrance Hotel - Bugis,Siblings,Friends,,,
203,2015,January,2015-01-03,Philip Chew,Indonesia,Bandung,Leisure,To take or join a regional or international cruise,310.76296296296294,,MBCCS,,English,No,Under 1 day,Packaged,Male,"Professiols (doctor, lawyer, lecturer, etc)","Design related activities (e.g. architecture, interior, product, graphic design etc)",Others (specify),Fashion designer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.58101244801785,0.0,0,0.0,0.0,104.85313569901686,132.4341481470347,Accommodation not required - On-board Cruise,,Friends,,,,
205,2015,January,2015-01-03,Philip Chew,Indonesia,Jakarta,Leisure,To take or join a regional or international cruise,1139.851851851852,,MBCCS,,Chinese,No,1 day,Packaged,Male,Retired,,, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.4228395061728,0.0,0.0,0,0.0,0.0,104.85313569901686,117.27597520518967,Stayed with relatives/ friends,,Spouse,Children aged 20-39 yrs,,,
206,2015,January,2015-01-03,Philip Chew,Indonesia,Jakarta,Leisure,To take or join a regional or international cruise,651.2692307692307,,MBCCS,,English,No,Under 1 day,Packaged,Male,"Businessman (small company, <50 people)",Transportation and Logistics,CEO/ Assistant CEO, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,36.0,0.0,0.0,22.984177040014874,0.0,0,0.0,0.0,140.85313569901686,163.83731273903174,Accommodation not required - On-board Cruise,,Spouse,Children aged 0-7 yrs,Children aged 13-19 yrs,,
208,2015,January,2015-01-03,Philip Chew,Indonesia,Medan,Leisure,Holiday/ Rest & Relax,310.76296296296294,,MBCCS,,English,No,Under 1 day,Packaged,Female,"Businessman (small company, <50 people)",Wholesale and Retail Trade,Others (specify),Owner,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2114197530864,7.661392346671625,0.0,0,0.0,0.0,104.85313569901686,118.72594779877488,Accommodation not required - On-board Cruise,,Parents/ Parents-in-law,Siblings,,,
255,2015,January,2015-01-03,Simon,Indonesia,Jakarta,Leisure,Holiday/ Rest & Relax,419.09,Terminal 2,,,English,No,8-10 days,Non-Packaged,Female,"Mager (CEO, company director, senior mager)",Wholesale and Retail Trade,Director, ,150.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,300.0,612.91138773373,76.61392346671624,38.30696173335812,0.0,0,0.0,0.0,404.8531356990169,1132.6854086328212,Hotel,Mandarin Orchard Singapore,Spouse,,,,
259,2015,January,2015-01-03,Simon,Indonesia,Lombok,Leisure,Holiday/ Rest & Relax,310.76296296296294,Terminal 2,,,English,No,4 days,Non-Packaged,Male,"Businessman (small company, <50 people)",Construction,Others (specify),Owner,400.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,600.0,383.0696173335812,91.9367081600595,45.96835408002975,0.0,0,0.0,0.0,704.8531356990169,1225.8278152726873,Hotel,River View Hotel,Parents/ Parents-in-law,Siblings,,,
260,2015,January,2015-01-03,Simon,Indonesia,Bali,Leisure,Holiday/ Rest & Relax,651.2692307692307,Terminal 2,,,English,No,6 days,Non-Packaged,Female,Homemaker (Full time),,, ,125.0,0.0,0.0,0.0,11.25,0.0,0.0,0.0,7.5,143.75,293.6867066224123,27.502434064975066,7.857838304278591,0.0,0,0.0,0.0,248.60313569901686,577.6501146906828,Hotel,Concorde Hotel Singapore,Children aged 20-39 yrs,Children aged 13-19 yrs,Other relatives,,
280,2015,January,2015-01-03,Simon,Indonesia,Jakarta,Leisure,Holiday/ Rest & Relax,419.09,Terminal 3,,,English,No,7 days,Non-Packaged,Female,Homemaker (Full time),,, ,140.0,0.0,0.0,130.0,60.0,0.0,0.0,0.0,0.0,330.0,328.3453862859268,43.77938483812357,8.755876967624713,0.0,0,0.0,0.0,434.8531356990169,815.733783790692,Hotel,Amara Singapore,Spouse,Children aged 8-12 yrs,Children aged 13-19 yrs,,
282,2015,January,2015-01-03,Simon,Indonesia,Jakarta,Leisure,Holiday/ Rest & Relax,1493.5714285714287,Terminal 3,,,English,No,3 days,Non-Packaged,Male,Student,,, ,83.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,113.33333333333333,229.84177040014876,119.17721428155862,27.240506121499113,0.0,0,0.0,0.0,218.1864690323502,594.4459598355567,Hotel,Ramada Singapore at Zhongshan Park,Parents/ Parents-in-law,Siblings,,,
283,2015,January,2015-01-03,Simon,Indonesia,Jakarta,Leisure,Holiday/ Rest & Relax,0.0,Terminal 3,,,English,No,5 days,Non-Packaged,Male,"Mager (CEO, company director, senior mager)",Construction,Director, ,,,,,,,,,,,612.91138773373,40.86075918224867,25.537974488905416,0.0,0,0.0,0.0,621.5198023656835,1300.8299237705676,Hotel,Festive Hotel,Spouse,Parents/ Parents-in-law,Siblings,,
312,2015,January,2015-01-04,Cindy Liu,Indonesia,Surabaya,Leisure,Holiday/ Rest & Relax,351.8817204301075,Terminal 1,,,English,No,4 days,Non-Packaged,Female,Student,,, ,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,116.68509702341755,86.19066390005578,19.15348086667906,0.0,0,0.0,0.0,604.8531356990169,826.8823774891692,Hotel,River View Hotel,Parents/ Parents-in-law,Siblings,,,
325,2015,January,2015-01-04,Cindy Liu,Indonesia,Jakarta,Leisure,Holiday/ Rest & Relax,310.76296296296294,Terminal 1,,,English,Yes,3 days,Non-Packaged,Female,"Other White collar (Teacher, Nurse, secretary, receptionist, cashier etc)",Transportation and Logistics,Clerk/ Secretary/ Persol Assistant, ,0.0,0.0,0.0,0.0,40.0,20.0,0.0,0.0,0.0,60.0,105.15453759290263,61.29113877337301,25.53797448890542,0.0,0,0.0,0.0,164.85313569901686,356.83678655419794,Hotel,Hotel 81 - Bugis,Friends,,,,
348,2015,January,2015-01-04,Philip Chew,Indonesia,Jakarta,Leisure,Holiday/ Rest & Relax,942.6785714285714,,RFT,,English,No,1 day,Non-Packaged,Male,"Professiols (doctor, lawyer, lecturer, etc)",Fincial and Insurance Activities,Others (specify),Banker,0.0,0.0,0.0,0.0,33.333333333333336,0.0,0.0,0.0,0.0,33.333333333333336,419.3024887550633,125.790746626519,16.772099550202533,0.0,0,0.0,0.0,138.1864690323502,700.051803964135,Hotel,Grand Hyatt Singapore,Spouse,Children aged 13-19 yrs,,,
349,2015,January,2015-01-04,Philip Chew,Indonesia,Tanjung Balai,Leisure,Visiting friends/relatives,942.6785714285714,,RFT,,English,No,2 days,Non-Packaged,Male,Others (specify),Public Administration,Others (specify),Civil servant,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,188.68611993977848,25.158149325303796,0.0,0,0.0,0.0,139.85313569901686,353.6974049640991,Stayed with relatives/ friends,,Alone,,,,
351,2015,January,2015-01-04,Philip Chew,Indonesia,Batam,Leisure,Visiting friends/relatives,341.9375,,RFT,,English,No,1 day,Non-Packaged,Female,"Other White collar (Teacher, Nurse, secretary, receptionist, cashier etc)",Education,Others (specify),Teacher,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,50.31629865060759,0.0,0,0.0,0.0,134.85313569901686,185.16943434962445,Stayed with relatives/ friends,,Alone,,,,
352,2015,January,2015-01-04,Philip Chew,Indonesia,Pekan Baru,Leisure,Holiday/ Rest & Relax,310.76296296296294,,RFT,,English,Yes,1 day,Non-Packaged,Male,Others (specify),Public Administration,Others (specify),Civil servant,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,50.0,76.61392346671624,85.12658162968472,68.10126530374778,0.0,0,0.0,0.0,154.85313569901686,384.6949060991656,Hotel,Fragrance Hotel - Crystal,Spouse,Children aged 0-7 yrs,Parents/ Parents-in-law,Siblings,
357,2015,January,2015-01-04,Philip Chew,Indonesia,Batam,Others/ Refused,"Others - Personal (e.g. weddings, funerals, etc)",351.8817204301075,,RFT,,English,No,Under 1 day,Non-Packaged,Female,"Professiols (doctor, lawyer, lecturer, etc)",InfoComm Technology,Others (specify),Engineer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.06455693866865,0.0,0,0.0,0.0,104.85313569901686,107.9176926376855,Accommodation not required - Day Tripper,,Alone,,,,
358,2015,January,2015-01-04,Philip Chew,Indonesia,Batam,Others/ Refused,"Others - Personal (e.g. weddings, funerals, etc)",376.95,,RFT,,English,No,Under 1 day,Non-Packaged,Female,"Other White collar (Teacher, Nurse, secretary, receptionist, cashier etc)",Education,Others (specify),Teacher,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.725949285340274,18.3873416320119,0.0,0,0.0,0.0,104.85313569901686,133.96642661636903,Accommodation not required - Day Tripper,,Business associates/ Colleagues,,,,
359,2015,January,2015-01-04,Philip Chew,Indonesia,Jakarta,Leisure,To take or join a regional or international cruise,891.375,,RFT,,English,No,1 day,Packaged,Male,"Businessman (small company, <50 people)",Administrative and Support Service Activities,Director, ,0.0,0.0,45.0,10.0,0.0,0.0,0.0,0.0,0.0,55.0,200.11672508573025,18.868611993977847,6.289537331325949,0.0,0,0.0,0.0,159.85313569901686,385.1280101100509,Hotel,York Hotel,Spouse,Children aged 8-12 yrs,,,
360,2015,January,2015-01-04,Philip Chew,Indonesia,Jakarta,Leisure,Visiting friends/relatives,651.2692307692307,,RFT,,English,No,1 day,Non-Packaged,Male,"Businessman (medium size company, 50 -250 people)",InfoComm Technology,Director, ,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,50.0,227.5142394052299,107.25949285340275,61.291138773373,0.0,0,0.0,0.0,154.85313569901686,550.9180067310225,Hotel,Moon 23 Hotel,Spouse,,,,
361,2015,January,2015-01-04,Philip Chew,Indonesia,Banjarmasin,Leisure,Holiday/ Rest & Relax,368.2857142857143,,RFT,,English,Yes,3 days,Non-Packaged,Female,Student,,, ,166.66666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.66666666666666,212.24049601382592,41.93024887550633,0.0,0.0,0,0.0,0.0,271.5198023656835,525.6905472550158,Hotel,Marina Bay Sands Singapore,Parents/ Parents-in-law,Siblings,,,
362,2015,January,2015-01-04,Philip Chew,Indonesia,Surabaya,Leisure,Holiday/ Rest & Relax,942.6785714285714,,RFT,,English,Yes,1 day,Non-Packaged,Male,"Professiols (doctor, lawyer, lecturer, etc)",Healthcare and Biomedical Sciences,Others (specify),Doctor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.5279706144747,37.737223987955694,40.25303892048608,0.0,0,0.0,0.0,104.85313569901686,346.3713692219333,Hotel,Fragrance Hotel - Riverside,Spouse,,,,
363,2015,January,2015-01-04,Philip Chew,Indonesia,Palembang,Leisure,Holiday/ Rest & Relax,550.7349397590361,,RFT,,English,No,1 day,Packaged,Male,"Businessman (small company, <50 people)","Hospitality, Travel & Tourism",Mager/ Assistant Mager, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.8703703703704,108.34025993377324,32.50207798013197,0.0,0,0.0,0.0,104.85313569901686,323.5658439832925,Hotel,Bay Hotel Singapore,Spouse,Children aged 0-7 yrs,,,
364,2015,January,2015-01-04,Philip Chew,Indonesia,Batam,Leisure,Others,1290.3076923076924,,RFT,,English,No,1 day,Non-Packaged,Male,"Professiols (doctor, lawyer, lecturer, etc)",Environment and Energy,Others (specify),Engineer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,503.162986506076,150.94889595182278,105.66422716627595,0.0,0,0.0,0.0,104.85313569901686,864.6292453231915,Service Apartment,,Friends,,,,
365,2015,January,2015-01-04,Philip Chew,Indonesia,Batam,Leisure,Holiday/ Rest & Relax,341.9375,,RFT,,English,No,4 days,Non-Packaged,Female,"Mager (CEO, company director, senior mager)","Hospitality, Travel & Tourism",Mager/ Assistant Mager, ,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,18.868611993977847,18.868611993977847,0.0,0,0.0,0.0,114.85313569901686,152.59035968697256,Stayed with relatives/ friends,,Friends,,,,
366,2015,January,2015-01-04,Philip Chew,Indonesia,Batam,Leisure,Holiday/ Rest & Relax,368.2857142857143,,RFT,,English,Yes,1 day,Non-Packaged,Male,"Blue collar (technician, hairdresser, hawker, taxi drivers etc)",Manufacturing and Chemicals,Others (specify),Operator,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,100.63259730121518,25.158149325303796,25.158149325303796,0.0,0,0.0,0.0,110.85313569901686,261.80203165083964,Hotel,Concorde Hotel Singapore,Parents/ Parents-in-law,Siblings,,,
398,2015,January,2015-01-04,Simon,Indonesia,Jakarta,Leisure,Holiday/ Rest & Relax,351.8817204301075,Terminal 3,,,English,No,2 days,Non-Packaged,Male,"Businessman (small company, <50 people)",Fincial and Insurance Activities,Others (specify),Owner,750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,750.0,536.2974642670138,367.746832640238,114.92088520007438,0.0,0,0.0,0.0,854.8531356990169,1873.818317806343,Hotel,Mandarin Orchard Singapore,Parents/ Parents-in-law,,,,
399,2015,January,2015-01-04,Simon,Indonesia,Jakarta,Leisure,Holiday/ Rest & Relax,351.8817204301075,Terminal 3,,,English,No,3 days,Non-Packaged,Female,"Professiols (doctor, lawyer, lecturer, etc)",Construction,Others (specify),Engineer,333.3333333333333,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,433.3333333333333,238.35442856311724,119.17721428155862,40.86075918224867,0.0,0,0.0,0.0,538.1864690323501,936.5788710592748,Hotel,Hotel Jen Tanglin Singapore,Parents/ Parents-in-law,,,,
400,2015,January,2015-01-04,Simon,Indonesia,Jakarta,Leisure,Holiday/ Rest & Relax,0.0,Terminal 3,,,English,No,4 days,Non-Packaged,Male,"Businessman (small company, <50 people)",Wholesale and Retail Trade,Others (specify),Owner,,,,,,,,,,,766.1392346671624,64.35569571204165,30.6455693866865,0.0,0,0.0,0.0,904.8531356990169,1765.9936354649074,Hotel,Mandarin Orchard Singapore,Spouse,Children aged 13-19 yrs,Children aged 0-7 yrs,,
