case,Year,R.mth,date,intv_nam,Country_residence,City_residence,Purpose_grp,Purpose,Weights_QTR,Air_Terminal,Sea_Terminal,Land_Terminal,langint,1st_visit,length_stay,travel_type,f1_gender,f3_occupation,f4_industry,f5_designation,f5_designation.oth,shop_$fash,shop_$jew,shop_$wat,shop_$well,shop_$food,shop_$gift,shop_$ctec,shop_$anti,shop_$oth,shop_$any,totacc_$,totfnb_$,tottran_$,totbiz_$,totedu_$,totmedi_$,tototh_$,totshopping_$,totexp_$,MainAccomm,MainHotel,travel_companion.1,travel_companion.2,travel_companion.3,travel_companion.4,travel_companion.5
1804,2015,January,2015-01-23,Anderson Yu Tor Kim,Indonesia,Jakarta,Leisure,Holiday/ Rest & Relax,351.8817204301075,Terminal 1,,,English,No,2 days,Packaged,Female,"Other White collar (Teacher, Nurse, secretary, receptionist, cashier etc)","Design related activities (e.g. architecture, interior, product, graphic design etc)",Junior Executive, ,12.5,0.0,0.0,22.5,0.0,7.5,0.0,0.0,0.0,42.5,155.7407407407408,28.730221300018595,30.6455693866865,0.0,0,0.0,0.0,147.35313569901686,362.46966712646275,Hotel,Fragrance Hotel - Ruby,Friends,,,,
1808,2015,January,2015-01-23,Cindy Liu,Indonesia,Java,Leisure,To shop/attend shopping events in Singapore,632.1451612903226,Terminal 1,,,English,No,2 days,Non-Packaged,Female,"Businessman (medium size company, 50 -250 people)",Others (specify),Director, ,1000.0,125.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,1225.0,183.873416320119,107.25949285340275,22.984177040014874,0.0,0,0.0,0.0,1329.8531356990168,1643.9702219125534,Hotel,Hotel Supreme,Children aged 20-39 yrs,,,,
1809,2015,January,2015-01-23,Cindy Liu,Indonesia,Jakarta,Leisure,To shop/attend shopping events in Singapore,376.95,Terminal 1,,,English,No,2 days,Non-Packaged,Female,Others (specify),Transportation and Logistics,Others (specify),Airline crew,500.0,0.0,0.0,0.0,17.5,0.0,0.0,0.0,0.0,517.5,459.6835408002975,229.84177040014876,19.15348086667906,0.0,0,0.0,0.0,622.3531356990169,1331.0319277661422,Hotel,Marina Bay Sands Singapore,Siblings,,,,
1810,2015,January,2015-01-23,Cindy Liu,Indonesia,Jakarta,Leisure,Holiday/ Rest & Relax,310.76296296296294,Terminal 1,,,English,No,2 days,Non-Packaged,Male,"Mager (CEO, company director, senior mager)",Manufacturing and Chemicals,Mager/ Assistant Mager, ,0.0,0.0,0.0,0.0,0.0,8.333333333333334,0.0,0.0,0.0,8.333333333333334,45.96835408002975,30.6455693866865,25.53797448890542,0.0,0,0.0,0.0,113.18646903235019,215.33836698797182,Hotel,Fragrance Hotel - Ruby,Spouse,Children aged 0-7 yrs,,,
1811,2015,January,2015-01-23,Cindy Liu,Indonesia,Yogyakarta,Leisure,Visiting friends/relatives,376.95,Terminal 1,,,English,Yes,3 days,Non-Packaged,Female,"Executive (sales, administration)",Real Estate Activities,Junior Executive, ,0.0,0.0,0.0,0.0,30.0,30.0,0.0,0.0,0.0,60.0,0.0,40.86075918224867,30.645569386686503,0.0,0,0.0,0.0,164.85313569901686,236.35946426795203,Stayed with relatives/ friends,,Friends,,,,
1812,2015,January,2015-01-23,Cindy Liu,Indonesia,Jakarta,Leisure,Holiday/ Rest & Relax,351.8817204301075,Terminal 1,,,English,No,3 days,Non-Packaged,Male,"Executive (sales, administration)",Fincial and Insurance Activities,Junior Executive, ,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,95.3679510415904,51.07594897781084,25.53797448890542,0.0,0,0.0,0.0,224.85313569901686,396.83501020732353,Hotel,Fragrance Hotel - Emerald,Friends,,,,
1813,2015,January,2015-01-23,Cindy Liu,Indonesia,Solo,Others/ Refused,"Others - Personal (e.g. weddings, funerals, etc)",310.76296296296294,Terminal 1,,,English,No,3 days,Non-Packaged,Male,Student,,, ,0.0,0.0,0.0,100.0,25.0,0.0,0.0,0.0,0.0,125.0,157.73180638935395,153.22784693343252,15.322784693343252,0.0,0,0.0,0.0,229.85313569901686,556.1355737151466,Hotel,Fragrance Hotel - Lavender,Parents/ Parents-in-law,,,,
1814,2015,January,2015-01-23,Cindy Liu,Indonesia,Yogyakarta,Business+Accompanying Pax,General business purpose,651.2692307692307,Terminal 1,,,English,No,1 day,Business (Non-Packaged),Female,"Professiols (doctor, lawyer, lecturer, etc)",Others (specify),Others (specify),Architect,420.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,420.0,689.5253112004463,153.2278469334325,183.873416320119,0.0,0,0.0,0.0,524.8531356990169,1551.4797101530146,Hotel,Orchard Parade Hotel,Alone,,,,
1816,2015,January,2015-01-23,Cindy Liu,Indonesia,Jakarta,Leisure,Holiday/ Rest & Relax,632.1451612903226,Terminal 1,,,English,No,1 day,Non-Packaged,Male,"Mager (CEO, company director, senior mager)",Others (specify),Mager/ Assistant Mager, ,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,775.6012689750485,61.291138773373,0.0,0.0,0,0.0,0.0,204.85313569901686,1041.7455434474384,Hotel,Marina Bay Sands Singapore,Friends,,,,
1817,2015,January,2015-01-23,Cindy Liu,Indonesia,Yogyakarta,Business+Accompanying Pax,General business purpose,419.09,Terminal 1,,,English,No,1 day,Business (Non-Packaged),Male,"Mager (CEO, company director, senior mager)",Others (specify),Mager/ Assistant Mager, ,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,60.0,459.6835408002975,122.582277546746,0.0,0.0,0,0.0,0.0,164.85313569901686,747.1189540460604,Hotel,Marina Bay Sands Singapore,Business associates/ Colleagues,,,,
1818,2015,January,2015-01-23,Cindy Liu,Indonesia,Surabaya,Leisure,Visiting friends/relatives,315.2549019607843,Terminal 1,,,English,No,2 days,Non-Packaged,Female,Student,,, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.32278469334325,0.0,0,0.0,0.0,104.85313569901686,120.17592039236011,Stayed with relatives/ friends,,Friends,,,,
1819,2015,January,2015-01-23,Cindy Liu,Indonesia,Surabaya,Healthcare+Accompanying Pax,Outpatient consultation/treatment,714.8823529411765,Terminal 1,,,English,No,3 days,Non-Packaged,Male,Retired,,, ,360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360.0,377.4332276113278,76.61392346671626,22.473417550236768,0.0,0,260.0,0.0,464.8531356990169,1201.3737043272977,Hotel,Other Hotels,Spouse,,,,
1820,2015,January,2015-01-23,Cindy Liu,Indonesia,Surabaya,Leisure,Holiday/ Rest & Relax,351.8817204301075,Terminal 1,,,English,No,3 days,Non-Packaged,Female,"Businessman (small company, <50 people)","Hospitality, Travel & Tourism",Director, ,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,229.84177040014876,102.15189795562168,30.645569386686503,0.0,0,0.0,20.0,354.8531356990169,737.4923734414738,Hotel,Hotel Fort Canning,Parents/ Parents-in-law,Siblings,,,
1821,2015,January,2015-01-23,Cindy Liu,Indonesia,Semarang,Education+Accompanying Pax,Skills development/skills training/vocational training,376.95,Terminal 1,,,English,No,3 days,Non-Packaged,Male,Others (specify),Transportation and Logistics,Others (specify),vigator,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,303.3911369281964,102.15189795562168,51.07594897781084,0.0,900,0.0,0.0,104.85313569901686,1461.4721195606458,Hotel,Hotel 81 - Classic,Alone,,,,
1828,2015,January,2015-01-23,Cindy Liu,Indonesia,Surabaya,Leisure,Holiday/ Rest & Relax,550.7349397590361,Terminal 1,,,English,No,3 days,Non-Packaged,Female,"Other White collar (Teacher, Nurse, secretary, receptionist, cashier etc)",Healthcare and Biomedical Sciences,Others (specify),Nurse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.5,44.5,153.22784693343252,51.07594897781084,17.876582142233794,0.0,0,0.0,0.0,149.35313569901686,371.533513752494,Hotel,Fragrance Hotel - Pearl,Spouse,,,,
1829,2015,January,2015-01-23,Cindy Liu,Indonesia,Jakarta,Leisure,Visiting friends/relatives,714.8823529411765,Terminal 1,,,English,No,11-14 days,Non-Packaged,Female,Retired,,, ,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,35.0,0.0,5.893378728208942,7.072054473850731,0.0,0,0.0,0.0,139.85313569901686,152.81856890107653,Stayed with relatives/ friends,,Spouse,,,,
1834,2015,January,2015-01-23,Simon,Indonesia,Surabaya,Leisure,Holiday/ Rest & Relax,376.95,Terminal 1,,,English,No,1 day,Non-Packaged,Male,"Mager (CEO, company director, senior mager)",Agriculture and Fishing,Mager/ Assistant Mager, ,166.66666666666666,0.0,0.0,0.0,166.66666666666666,0.0,0.0,0.0,100.0,433.3333333333333,224.73417550236766,245.164555093492,40.86075918224867,0.0,0,0.0,0.0,538.1864690323501,1048.9459588104585,Hotel,Dorsett Singapore,Spouse,Siblings,,,
1837,2015,January,2015-01-23,Simon,Indonesia,Bandung,Leisure,Holiday/ Rest & Relax,550.7349397590361,Terminal 1,,,English,No,2 days,Non-Packaged,Male,"Businessman (small company, <50 people)",Construction,Others (specify),Owner,50.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,130.0,408.6075918224867,194.08860611568116,51.07594897781084,0.0,0,0.0,0.0,234.85313569901686,888.6252826149955,Hotel,Festive Hotel,Spouse,Children aged 8-12 yrs,,,
1863,2015,January,2015-01-25,Philip Chew,Indonesia,Batam,Leisure,Holiday/ Rest & Relax,621.195652173913,,RFT,,English,No,1 day,Non-Packaged,Male,Others (specify),Public Administration,Others (specify),Civil servant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,25.158149325303796,20.12651946024304,0.0,0,0.0,0.0,105.85313569901686,151.1378044845637,Stayed with relatives/ friends,,Alone,,,,
1864,2015,January,2015-01-25,Philip Chew,Indonesia,Yogyakarta,Leisure,Holiday/ Rest & Relax,315.2549019607843,,RFT,,English,Yes,2 days,Packaged,Female,Student,,, ,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,75.0,155.7407407407408,24.8456790123456,27.2037037037038,0.0,0,0.0,0.0,179.85313569901686,387.6432591558071,Hotel,Village Hotel Bugis,Parents/ Parents-in-law,Siblings,,,
1865,2015,January,2015-01-25,Philip Chew,Indonesia,Batam,Leisure,To shop/attend shopping events in Singapore,432.8666666666667,,RFT,,English,No,1 day,Non-Packaged,Female,Unemployed,,, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,104.85313569901686,104.85313569901686,Stayed with relatives/ friends,,Friends,,,,
1866,2015,January,2015-01-25,Philip Chew,Indonesia,Jambi / Telanaipura,Leisure,Holiday/ Rest & Relax,550.7349397590361,,RFT,,English,No,1 day,Packaged,Male,Others (specify),Public Administration,Others (specify),Civil servant,25.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,48.0,77.8703703703704,12.4228395061728,13.6018518518519,0.0,0,0.0,0.0,152.85313569901686,256.748197427412,Service Apartment,,Friends,,,,
1867,2015,January,2015-01-25,Philip Chew,Indonesia,Batam,Leisure,Holiday/ Rest & Relax,341.9375,,RFT,,English,No,1 day,Non-Packaged,Female,"Executive (sales, administration)",Manufacturing and Chemicals,Others (specify),Purchaser,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,25.0,119.50120929519304,125.790746626519,62.8953733132595,0.0,0,0.0,0.0,129.85313569901686,438.0404649339884,Hotel,Le Hotel,Partner/ Boyfriend/ Girlfriend,,,,
1868,2015,January,2015-01-25,Philip Chew,Indonesia,Batam,Leisure,Visiting friends/relatives,361.55555555555554,,RFT,,English,No,Under 1 day,Non-Packaged,Male,Student,,, ,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,50.0,70.0,0.0,8.80535226385633,0.0,0.0,0,0.0,0.0,174.85313569901686,183.65848796287318,Accommodation not required - Day Tripper,,Alone,,,,
1869,2015,January,2015-01-25,Philip Chew,Indonesia,Batam,Leisure,To shop/attend shopping events in Singapore,341.9375,,RFT,,English,No,Under 1 day,Non-Packaged,Male,"Professiols (doctor, lawyer, lecturer, etc)",Environment and Energy,Others (specify),Engineer,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,7.547444797591139,6.289537331325949,0.0,0,0.0,0.0,304.8531356990169,318.69011782793393,Accommodation not required - Day Tripper,,Alone,,,,
1871,2015,January,2015-01-25,Philip Chew,Indonesia,Bandung,Leisure,Holiday/ Rest & Relax,351.8817204301075,,RFT,,English,Yes,Under 1 day,Non-Packaged,Male,Student,,, ,12.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,30.0,0.0,15.32278469334325,15.32278469334325,0.0,0,0.0,0.0,134.85313569901686,165.49870508570336,Accommodation not required - Day Tripper,,Alone,,,,
1872,2015,January,2015-01-25,Philip Chew,Indonesia,Batam,Business+Accompanying Pax,General business purpose,550.7349397590361,,RFT,,English,No,2 days,Business (Non-Packaged),Male,"Executive (sales, administration)",Manufacturing and Chemicals,Senior Executive, ,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,76.61392346671624,7.661392346671625,0.0,0,0.0,0.0,164.85313569901686,249.12845151240472,Stayed with relatives/ friends,,Spouse,,,,
1873,2015,January,2015-01-26,Anderson Yu Tor Kim,Indonesia,Jakarta,Leisure,Holiday/ Rest & Relax,550.7349397590361,Terminal 1,,,English,No,2 days,Non-Packaged,Female,Homemaker (Full time),,, ,750.0,0.0,0.0,600.0,0.0,0.0,250.0,0.0,0.0,1600.0,191.5348086667906,306.455693866865,76.61392346671624,0.0,0,0.0,0.0,1704.8531356990168,2279.457561699389,Hotel,Fragrance Hotel - Bugis,Spouse,,,,
1874,2015,January,2015-01-26,Anderson Yu Tor Kim,Indonesia,Jakarta,Healthcare+Accompanying Pax,Outpatient consultation/treatment,310.76296296296294,Terminal 1,,,English,No,1 day,Non-Packaged,Female,"Businessman (small company, <50 people)","Hospitality, Travel & Tourism",Others (specify),Owner,80.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,100.0,459.6835408002975,61.291138773373,30.6455693866865,0.0,0,80.0,0.0,204.85313569901686,836.4733846593739,Hotel,V Hotel Lavender,Alone,,,,
1878,2015,January,2015-01-26,Anderson Yu Tor Kim,Indonesia,Jakarta,Leisure,Holiday/ Rest & Relax,310.76296296296294,Terminal 1,,,English,Yes,3 days,Non-Packaged,Male,Student,,, ,15.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,25.0,65.66907725718536,61.29113877337301,12.2582277546746,0.0,0,0.0,0.0,129.85313569901686,269.0715794842498,Homestay,,Parents/ Parents-in-law,Siblings,Other relatives,,
1879,2015,January,2015-01-26,Anderson Yu Tor Kim,Indonesia,Jakarta,Leisure,Stopover,651.2692307692307,Terminal 1,,,English,No,1 day,Non-Packaged,Male,"Businessman (small company, <50 people)",Manufacturing and Chemicals,Others (specify),Owner,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.2278469334325,91.9367081600595,30.6455693866865,0.0,0,0.0,0.0,104.85313569901686,380.66326017919533,Hostel (Rental by bed),,Alone,,,,
1880,2015,January,2015-01-26,Anderson Yu Tor Kim,Indonesia,Surabaya,Leisure,Holiday/ Rest & Relax,550.7349397590361,Terminal 1,,,English,Yes,3 days,Non-Packaged,Male,"Professiols (doctor, lawyer, lecturer, etc)",Real Estate Activities,Junior Executive, ,4.3077,0.0,0.0,0.0,4.3077,10.0,0.0,0.0,0.0,18.6154,61.29113877337301,20.430379591124336,10.215189795562168,0.0,0,0.0,0.0,123.46853569901685,215.40524385907636,Hotel,Fragrance Hotel - Pearl,Spouse,Children aged 0-7 yrs,Children aged 8-12 yrs,,
1881,2015,January,2015-01-26,Anderson Yu Tor Kim,Indonesia,Jakarta,Leisure,Holiday/ Rest & Relax,550.7349397590361,Terminal 1,,,English,No,3 days,Non-Packaged,Male,"Businessman (small company, <50 people)",Wholesale and Retail Trade,Others (specify),Owner,166.66666666666666,0.0,0.0,0.0,33.333333333333336,16.666666666666668,0.0,0.0,0.0,216.66666666666666,161.740505096401,51.07594897781084,17.025316325936945,0.0,0,0.0,0.0,321.5198023656835,551.3615727658323,Hotel,Big Hotel,Spouse,Children aged 0-7 yrs,Children aged 8-12 yrs,Grandparents/ Grandparents-in-law,
1882,2015,January,2015-01-26,Anderson Yu Tor Kim,Indonesia,Surabaya,Leisure,Holiday/ Rest & Relax,419.09,Terminal 1,,,English,No,3 days,Non-Packaged,Male,"Mager (CEO, company director, senior mager)",Marketing & Media,Mager/ Assistant Mager, ,64.6154,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,84.6154,122.58227754674601,40.86075918224867,20.430379591124336,0.0,0,0.0,0.0,189.46853569901685,373.3419520191359,Hotel,Concorde Hotel Singapore,Spouse,Children aged 0-7 yrs,Children aged 8-12 yrs,,
1886,2015,January,2015-01-26,Anderson Yu Tor Kim,Indonesia,Jakarta,Leisure,Holiday/ Rest & Relax,310.76296296296294,Terminal 1,,,English,No,4 days,Non-Packaged,Male,"Mager (CEO, company director, senior mager)",Fincial and Insurance Activities,Mager/ Assistant Mager, ,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,38.30696173335812,19.15348086667906,0.0,0,0.0,0.0,119.85313569901686,177.31357829905403,Stayed with relatives/ friends,,Spouse,,,,
1887,2015,January,2015-01-26,Anderson Yu Tor Kim,Indonesia,Jakarta,Healthcare+Accompanying Pax,Outpatient consultation/treatment,0.0,Terminal 1,,,English,No,5 days,Non-Packaged,Female,Homemaker (Full time),,, ,,,,,,,,,,,0.0,367.746832640238,183.873416320119,0.0,0,1000.0,0.0,5104.853135699017,6656.473384659374,Stayed with relatives/ friends,,Alone,,,,
1888,2015,January,2015-01-26,Anderson Yu Tor Kim,Indonesia,Jakarta,Healthcare+Accompanying Pax,Accompanying a Healthcare/medical visitor for Outpatient consultation/treat,0.0,Terminal 1,,,English,No,Under 1 day,Non-Packaged,Male,"Executive (sales, administration)",Real Estate Activities,Others (specify),Partner,,,,,,,,,,,0.0,38.30696173335812,9.19367081600595,0.0,0,5000.0,0.0,109.85313569901686,5157.353768248381,Accommodation not required - Day Tripper,,Spouse,,,,
1889,2015,January,2015-01-26,Anderson Yu Tor Kim,Indonesia,Jakarta,Leisure,Holiday/ Rest & Relax,310.76296296296294,Terminal 1,,,English,No,3 days,Non-Packaged,Male,"Executive (sales, administration)",InfoComm Technology,Junior Executive, ,50.0,0.0,0.0,0.0,0.0,0.0,600.0,0.0,0.0,650.0,61.29113877337301,51.07594897781084,20.430379591124336,0.0,0,0.0,0.0,754.8531356990169,887.650603041325,Hostel (Rental by bed),,Friends,,,,
1893,2015,January,2015-01-26,Cindy Liu,Indonesia,Bandung,Leisure,Holiday/ Rest & Relax,310.76296296296294,Terminal 1,,,English,Yes,3 days,Non-Packaged,Male,"Mager (CEO, company director, senior mager)",InfoComm Technology,Mager/ Assistant Mager, ,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0,76.61392346671626,51.07594897781084,20.430379591124336,0.0,0,0.0,0.0,124.85313569901686,272.9733877346683,Hotel,Hotel 101,Partner/ Boyfriend/ Girlfriend,,,,
1894,2015,January,2015-01-26,Cindy Liu,Indonesia,Bandung,Business+Accompanying Pax,Exhibition/Trade show,550.7349397590361,Terminal 1,,,English,No,5 days,Business (Non-Packaged),Male,"Mager (CEO, company director, senior mager)","Design related activities (e.g. architecture, interior, product, graphic design etc)",Mager/ Assistant Mager, ,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,200.0,490.329110186984,73.5493665280476,49.0329110186984,0.0,0,0.0,0.0,304.8531356990169,917.7645234327468,Hotel,Amaris by Santika,Business associates/ Colleagues,,,,
1895,2015,January,2015-01-26,Cindy Liu,Indonesia,Bandung,Leisure,Visiting friends/relatives,1042.0714285714287,Terminal 1,,,English,No,5 days,Non-Packaged,Female,Homemaker (Full time),,, ,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,25.0,157.73180638935395,0.0,9.19367081600595,0.0,0,0.0,0.0,129.85313569901686,296.77861290437676,Hotel,Hotel 81 - Chinatown,Spouse,,,,
1896,2015,January,2015-01-26,Cindy Liu,Indonesia,Bandung,Leisure,Holiday/ Rest & Relax,315.2549019607843,Terminal 1,,,English,No,2 days,Non-Packaged,Male,Student,,, ,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,50.0,181.51054774556482,61.291138773373,22.984177040014874,0.0,0,0.0,0.0,154.85313569901686,420.63899925796954,Hotel,Strand Hotel,Parents/ Parents-in-law,,,,
1897,2015,January,2015-01-26,Cindy Liu,Indonesia,Bandung,Leisure,Holiday/ Rest & Relax,310.76296296296294,Terminal 1,,,English,No,4 days,Non-Packaged,Male,"Businessman (large company, > 250 people)",Manufacturing and Chemicals,Director, ,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,45.96835408002975,76.61392346671624,0.0,0,0.0,0.0,254.85313569901686,377.43541324576285,Own Residence,,Spouse,,,,
1898,2015,January,2015-01-26,Cindy Liu,Indonesia,Bandung,Leisure,Holiday/ Rest & Relax,1493.5714285714287,Terminal 1,,,English,Yes,2 days,Non-Packaged,Female,Student,,, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.15453759290263,51.07594897781084,20.430379591124336,0.0,0,0.0,0.0,104.85313569901686,281.51400186085465,Hotel,Beach Hotel,Parents/ Parents-in-law,Siblings,,,
1899,2015,January,2015-01-26,Cindy Liu,Indonesia,Surabaya,Leisure,Visiting an international student studying in Singapore,651.2692307692307,Terminal 1,,,English,No,7 days,Non-Packaged,Female,"Businessman (small company, <50 people)",Wholesale and Retail Trade,Director, ,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,48.15732332193593,13.133815451437071,0.0,0,0.0,0.0,154.85313569901686,216.14427447238987,Stayed with relatives/ friends,,Alone,,,,
1900,2015,January,2015-01-26,Cindy Liu,Indonesia,Surabaya,Leisure,Holiday/ Rest & Relax,632.1451612903226,Terminal 1,,,English,Yes,3 days,Non-Packaged,Female,"Executive (sales, administration)",Construction,Junior Executive, ,10.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,30.0,102.15189795562168,51.07594897781084,20.430379591124336,0.0,0,0.0,0.0,134.85313569901686,308.5113622235737,Hotel,Value Hotel - Thomson,Friends,,,,
1901,2015,January,2015-01-26,Cindy Liu,Indonesia,Surabaya,Leisure,Holiday/ Rest & Relax,419.09,Terminal 1,,,English,No,3 days,Non-Packaged,Female,Retired,,, ,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,60.0,0.0,40.86075918224867,25.53797448890542,0.0,0,0.0,0.0,164.85313569901686,231.25186937017094,Stayed with relatives/ friends,,Friends,,,,
1902,2015,January,2015-01-26,Cindy Liu,Indonesia,Surabaya,Leisure,Holiday/ Rest & Relax,341.9375,Terminal 1,,,English,Yes,3 days,Packaged,Male,Others (specify),Fincial and Insurance Activities,Others (specify),Self employed,200.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,250.0,233.6111111111112,37.2685185185184,40.8055555555557,0.0,0,0.0,16.0,354.8531356990169,682.5383208842021,Hotel,Mandarin Orchard Singapore,Spouse,Friends,,,
1903,2015,January,2015-01-26,Cindy Liu,Indonesia,Surabaya,Leisure,Holiday/ Rest & Relax,942.6785714285714,Terminal 1,,,English,Yes,3 days,Packaged,Female,"Executive (sales, administration)",Fincial and Insurance Activities,Others (specify),Banker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233.6111111111112,37.2685185185184,40.8055555555557,0.0,0,0.0,0.0,104.85313569901686,416.53832088420216,Hotel,Fragrance Hotel - Bugis,Others,,,,
1904,2015,January,2015-01-26,Cindy Liu,Indonesia,Surabaya,Leisure,Holiday/ Rest & Relax,351.8817204301075,Terminal 1,,,English,No,1 day,Non-Packaged,Female,Student,,, ,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,60.0,38.30696173335812,30.6455693866865,24.5164555093492,0.0,0,0.0,0.0,164.85313569901686,258.32212232841067,Hostel (Rental by bed),,Friends,,,,
1905,2015,January,2015-01-26,Cindy Liu,Indonesia,Surabaya,Leisure,Holiday/ Rest & Relax,351.8817204301075,Terminal 1,,,English,Yes,3 days,Non-Packaged,Male,Student,,, ,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,76.61392346671626,30.645569386686503,25.53797448890542,0.0,0,0.0,0.0,109.85313569901686,242.65060304132504,Hostel (Rental by bed),,Friends,,,,
1913,2015,January,2015-01-27,Anderson Yu Tor Kim,Indonesia,Jakarta,Others/ Refused,"Others - Personal (e.g. weddings, funerals, etc)",376.95,Terminal 1,,,English,No,Under 1 day,Non-Packaged,Male,"Professiols (doctor, lawyer, lecturer, etc)",Environment and Energy,Senior Executive, ,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,5.107594897781084,25.53797448890542,0.0,0,0.0,0.0,114.85313569901686,145.49870508570336,Accommodation not required - Day Tripper,,Spouse,Children aged 0-7 yrs,,,
1914,2015,January,2015-01-27,Anderson Yu Tor Kim,Indonesia,Jakarta,Leisure,Holiday/ Rest & Relax,310.76296296296294,Terminal 1,,,English,No,3 days,Non-Packaged,Male,"Businessman (small company, <50 people)",Construction,Chairman, ,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,500.0,164.5646645685474,153.22784693343252,15.322784693343252,0.0,0,0.0,0.0,604.8531356990169,937.96843189434,Hotel,Arianna Hotel,Spouse,,,,
1915,2015,January,2015-01-27,Anderson Yu Tor Kim,Indonesia,Jakarta,Education+Accompanying Pax,Student events,315.2549019607843,Terminal 1,,,English,No,4 days,Non-Packaged,Female,Student,,, ,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,50.0,161.6553785147713,76.61392346671624,15.32278469334325,0.0,0,0.0,0.0,154.85313569901686,408.4452223738476,Hostel (Rental by bed),,Alone,,,,
1922,2015,January,2015-01-27,Anderson Yu Tor Kim,Indonesia,Jakarta,Leisure,Visiting friends/relatives,315.2549019607843,Terminal 1,,,English,No,11-14 days,Non-Packaged,Female,Student,,, ,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,76.61392346671626,5.107594897781084,0.0,0,0.0,0.0,204.85313569901686,286.57465406351423,Stayed with relatives/ friends,,Alone,,,,
1923,2015,January,2015-01-27,Anderson Yu Tor Kim,Indonesia,Jakarta,Leisure,Holiday/ Rest & Relax,315.2549019607843,Terminal 1,,,English,No,5 days,Non-Packaged,Male,Student,,, ,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,50.0,0.0,91.9367081600595,30.6455693866865,0.0,0,0.0,0.0,154.85313569901686,277.43541324576285,Stayed with relatives/ friends,,Parents/ Parents-in-law,,,,
1924,2015,January,2015-01-27,Anderson Yu Tor Kim,Indonesia,Jakarta,Leisure,Holiday/ Rest & Relax,351.8817204301075,Terminal 1,,,English,Yes,3 days,Non-Packaged,Male,Student,,, ,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,105.15453759290263,30.645569386686503,10.215189795562168,0.0,0,0.0,0.0,204.85313569901686,350.8684324741682,Hotel,Hotel 81 - Chinatown,Parents/ Parents-in-law,Other relatives,,,
